SITEID,TITLE,lng,lat
50010710000122,九龙****川网吧,106.446,29.4821
50010710000124,重庆****友网吧,106.448,29.4556
50010710000125,重庆****君网吧,106.488,29.5031
50010710000126,重庆****义网吧,106.377,29.524
50010710000129,九龙****兰网吧,106.509,29.518
50010710000132,九龙****（换）,106.521,29.5127
50010710000136,九龙****限公司,106.529,29.515
50010710000137,重庆****天网吧,106.518,29.5196
50010710000138,重庆****码网吧,106.482,29.5103
50010710000139,九龙****聚网吧,106.44,29.4672
50010710000140,重庆****双网吧,106.517,29.518
50010710000141,九龙****门网吧,106.522,29.5187
50010810000121,南岸****博网吧,106.681,29.536
50010810000122,南岸****上网吧,106.568,29.5191
50010810000123,南岸****竹网吧,106.61,29.539
50010810000125,南岸****塘网吧,106.576,29.5351
50010810000126,南岸****束网吧,106.601,29.5863
50010810000127,南岸****禾网吧,106.61,29.5389
50010810000130,南岸****网吧）,106.557,29.5262
50010810000132,南岸****澄网吧,106.531,29.5446
50010810000133,南岸****越网吧,106.571,29.531
50010810000134,南岸****网苑）,106.596,29.5494
50010810000135,南岸****林网吧,106.574,29.5391
50010810000136,南岸****宇网吧,106.578,29.4911
50010810000137,南岸****成网吧,106.532,29.5756
50010810000141,南岸****战网吧,106.595,29.5491
50010810000148,南岸****棠网吧,106.588,29.5439
50010810000149,南岸****网吧）,106.584,29.5189
50010810000150,南岸****海网吧,106.68,29.5641
50010810000151,南岸****昌网城,106.579,29.5311
50010810000152,南岸****虫网吧,106.601,29.596
50010810000158,南岸****慧网吧,106.649,29.4926
50010810000159,南岸****齐网吧,106.609,29.5817
50010810000160,南岸****纪网吧,106.645,29.5029
50010810000161,南岸****光网吧,106.574,29.5372
50010810000162,南岸****特网吧,106.569,29.5193
50010810000163,南岸****狐网吧,106.568,29.533
50010810000164,南岸****网吧）,106.58,29.5163
50010810000165,南岸****林网吧,106.573,29.5066
50010810000166,南岸****星网吧,106.619,29.6086
50010810000168,南岸****桦网吧,106.583,29.5321
50010810000170,南岸****英网吧,106.598,29.5867
50010810000172,南岸****边网吧,106.59,29.5469
50022510000001, 大****呱网吧,105.763,29.5741
50010810000179,南岸****春网吧,106.573,29.5343
50010810000182,南岸****人网吧,106.581,29.518
50010810000183,南岸****联杰),106.56,29.5348
50010810000184,南岸****网吧）,106.559,29.5273
50010810000187,南岸****虫网吧,106.577,29.5325
50010810000188,南岸****念网吧,106.581,29.5278
50010810000193,南岸****浪网吧,106.587,29.5449
50010810000194,南岸****费点）,106.667,29.5415
50010810000195,南岸****费点）,106.575,29.5353
50010810000196,南岸****君网吧,106.577,29.5355
50010910000001,信游****游网吧,106.379,29.7694
50010910000002,北碚****限公司,106.376,29.7705
50010910000003,重庆****喜网吧,106.369,29.7621
50010910000004,重庆****区网吧,106.501,29.7506
50010910000006,重庆****林网吧,106.52,29.8666
50010910000007,重庆****乐网吧,106.476,29.7334
50010910000008,北碚****费点）,106.376,29.7704
50010910000009,重庆****轮网吧,106.47,29.7342
50010910000010,北碚****网吧）,106.376,29.7707
50010910000011,北碚****核对）,106.408,29.8245
50010910000012,重庆****祥网吧,106.506,29.785
50010910000013,北碚****智网吧,106.456,29.6891
50010910000014,北碚****网吧）,106.433,29.825
50010910000015,北碚****未用）,106.429,29.8232
50010910000016,重庆****东梅）,106.449,29.8317
50010910000017,重庆****腾网吧,106.448,29.8366
50010910000018,北碚****网吧）,106.444,29.8309
50010910000019,重庆****翼网吧,106.444,29.8313
50010910000020,重庆****潮网吧,106.454,29.8315
50010910000022,新天****经营）,106.379,29.7689
50010910000023,北碚****核对),106.369,29.7621
50010910000024,北碚****光网吧,106.441,29.834
50010910000025,重庆****怡网吧,106.433,29.8304
50010910000026,北碚****费点）,106.449,29.8317
50010910000027,北碚****江网吧,106.441,29.8351
50010910000028,重庆****清网吧,106.56,29.7764
50010910000029,梦想****经营）,106.379,29.7688
50010910000030,北极****网吧）,106.415,29.8691
50010910000032,北碚****宇网吧,106.52,29.8666
50010910000033,重庆****源网吧,106.671,29.6667
50010710000008,重庆****影网吧,106.525,29.5191
50010710000013,九龙****龙网吧,106.319,29.5453
50010710000015,重庆****义网吧,106.371,29.4346
50010710000017,九龙****斯网吧,106.523,29.5148
50010710000018,重庆****地网吧,106.496,29.5004
50010710000019,重庆****近网吧,106.523,29.5272
50010710000020,重庆****来网吧,106.377,29.4961
50010710000023,九龙****会所),106.517,29.5162
50010710000029,重庆****缘网吧,106.55,29.4958
50010710000030,重庆****辰网吧,106.533,29.5034
50010710000031,重庆****速网吧,106.511,29.5203
50010710000032,重庆****奇网吧,106.545,29.4908
50010710000035,九龙****通网吧,106.532,29.5044
50010710000231,九龙****克网吧,106.519,29.5143
50010710000232,重庆****格网吧,106.333,29.3033
50010710000233,重庆****世网吧,106.454,29.4377
50010710000234,重庆****宇网吧,106.34,29.3044
50010710000235,重庆****城网吧,106.334,29.3033
50010710000236,重庆****静网吧,106.497,29.5106
50010710000237,重庆****虎网吧,106.457,29.4394
50010710000238,重庆****城网吧,106.452,29.4524
50010710000240,重庆****者网吧,106.522,29.5306
50010710000241,重庆****丽网吧,106.377,29.524
50010710000243,重庆****地网吧,106.457,29.5024
50010710000244,九龙****辉网吧,106.441,29.4862
50010710000245,闲了****了网吧,106.522,29.5318
50010710000249,重庆****鱼网吧,106.481,29.5099
50010710000252,重庆****星网吧,106.377,29.4976
50010710000253,重庆****妮网吧,106.492,29.4998
50010710000254,重庆****龙网吧,106.407,29.5105
50010710000255,重庆****丰网吧,106.38,29.5098
50010710000256,重庆****络会所,106.514,29.5053
50010710000257,重庆****蜂网吧,106.341,29.3099
50010710000258,亚联****文网吧,106.533,29.505
50010610002002,重庆****嘟网吧,106.454,29.5679
50010610002003,重庆****鹊网吧,106.46,29.5714
50010610002004,重庆****晖网吧,106.466,29.5698
50010610002005,重庆****亚网吧,106.466,29.5698
50010610002006,重庆****缘网吧,106.445,29.5582
50010610002007,重庆****人网吧,106.475,29.5665
50010610002008,重庆****斯网吧,106.548,29.5586
50010610002009,重庆****斯网吧,106.31,29.6089
50010610002010,重庆****程网吧,106.468,29.5685
50010610002011,重庆****友网吧,106.468,29.5685
50010610002012,重庆****年网吧,106.383,29.6054
50010610002013,重庆****星网吧,106.472,29.5681
50010610002014,重庆****素网吧,106.472,29.568
50010610002016,重庆****费点),106.475,29.5665
50010610002017,重庆****多网吧,106.476,29.566
50010610002018,沙坪****聊天室,106.475,29.5656
50010610002019,暴雪****宪均),106.475,29.5661
50010610002020,重庆****头网吧,106.387,29.5919
50010610002021,重庆****马网吧,106.479,29.5669
50010610002023,重庆****众网吧,106.38,29.6021
50010610002024,重庆****辉网吧,106.479,29.5602
50010510000156,重庆****会所）,106.714,29.6193
50010510000157,江北****会所）,106.539,29.5903
50010510000168,江北****帐号),106.536,29.5851
50010610001001,重庆****网吧）,106.383,29.5916
50010610001002,重庆****进网吧,106.385,29.6026
50010610001003,沙坪****闲会所,106.452,29.579
50010610001005,重庆****光网吧,106.453,29.5303
50010610001006,重庆****狐网吧,106.383,29.5897
50010610001008,重庆****海网吧,106.48,29.5659
50010610001009,重庆****窗网吧,106.45,29.5771
50010610001010,重庆****伊网城,106.45,29.5772
50010610001011,(加****世伟),106.45,29.5771
50010610001012,重庆****隆网吧,106.453,29.58
50010610001013,重庆****网吧),106.471,29.5575
50010610001014,沙坪****青网吧,106.453,29.5793
50010610001015,重庆****咕网吧,106.454,29.5778
50010610001016,重庆****藤网吧,106.299,29.6015
50010610001017,重庆****子网吧,106.456,29.5838
50010610001018,重庆****网吧),106.453,29.58
50010610002001,重庆****羽网吧,106.453,29.5688
50010710000142,重庆****盈网吧,106.333,29.3043
50010710000143,九龙****仁网吧,106.529,29.5142
50010710000144,九龙****力网吧,106.333,29.3033
50010710000145,重庆****兹网吧,106.449,29.5046
50010710000147,重庆****桃网吧,106.357,29.38
50010710000149,重庆****天网吧,106.457,29.5024
50010710000150,重庆****空网吧,106.338,29.4185
50010710000151,九龙****兰网吧,106.34,29.3044
50010710000154,九龙****行网吧,106.452,29.4705
50010710000156,重庆****牌网吧,106.52,29.5176
50010710000157,重庆****宇网吧,106.488,29.5031
50010710000158,重庆****满网吧,106.421,29.487
50010710000159,九龙****杨网吧,106.534,29.5135
50010710000160,九龙****宇网吧,106.452,29.4705
50010710000161,九龙****缘网吧,106.514,29.5143
50010710000162,重庆****速网吧,106.377,29.5272
50010710000165,九龙****王网吧,106.492,29.4999
50010710000166,重庆****悦网吧,106.405,29.509
50010710000168,重庆****乐网吧,106.524,29.5229
50010710000169,九龙****逸网吧,106.437,29.4416
50010710000170,重庆****网吧）,106.521,29.5314
50010710000171,重庆****梦网吧,106.376,29.526
50010710000174,重庆****来网吧,106.375,29.5258
50010710000175,重庆****三网吧,106.508,29.5214
50010710000176,重庆****珊网吧,106.379,29.545
50010610002026,沙坪****倶乐部,106.467,29.5689
50010610002030,重庆****嘟网吧,106.454,29.5679
50010610002031,联通****莱特),106.466,29.5645
50010610002032,重庆****浪网吧,106.467,29.564
50010610002033,重庆****力网吧,106.464,29.5648
50010610002034,重庆****浪网城,106.464,29.5647
50010610002035,重庆****浪网城,106.464,29.5647
50010610002036,重庆****费点),106.464,29.5647
50010610002038,沙坪****E家),106.468,29.5614
50010610002039,(加****俊成),106.464,29.5646
50010610002040,重庆****座网吧,106.45,29.6093
50010610002043,(加****江涛),106.464,29.5646
50010610002047,自由****奇兵),106.466,29.5632
50010610002048,重庆****带网吧,106.465,29.5646
50010610002049,重庆****费点),106.465,29.5646
50010610002051,重庆****春网吧,106.467,29.5687
50010610002053,(加****吴强),106.465,29.5646
50010610002054,重庆****原网吧,106.314,29.6001
50010610002065,重庆****力网吧,106.47,29.5618
50010610002066,联通****苑林凌,106.466,29.5611
50010610002067,沙坪****会所）,106.466,29.5638
50010610002068,(加****苑林凌,106.466,29.5638
50010610002041,重庆****费点),106.464,29.5647
50010610002069,重庆****费点),106.466,29.5638
50010610002070,重庆****东网吧,106.471,29.5643
50010610002071,重庆****散网吧,106.471,29.5643
50010610002072,重庆****通网吧,106.465,29.5607
50010610002073,沙坪****欣阳店,106.303,29.8407
50010610002076,沙坪****分公司,106.479,29.5637
50010610002077,沙坪****俱乐部,106.469,29.5704
50010610002078,重庆****迷俱乐,106.469,29.5704
50010610002079,沙坪****网苑),106.465,29.5769
50010610002090,重庆****限公司,106.475,29.5686
50010610002091,重庆****钇网吧,106.465,29.577
50010610002092,重庆****网吧),106.464,29.5789
50010610002093,沙坪****乙网吧,106.381,29.5981
50010610002094,重庆****隼网吧,106.464,29.5789
50010610002096,重庆****网吧),106.462,29.5673
50010610002097,重庆****丁网吧,106.466,29.5626
50010610004001,重庆****闲网吧,106.375,29.6305
50010610004002,重庆****轩网吧,106.478,29.5587
50010610004003,重庆****双网吧,106.315,29.6268
50010610004004,重庆****梦网吧,106.463,29.5523
50010610004006,重庆****联网吧,106.467,29.5604
50010610004007,重庆****月网吧,106.339,29.6251
50010610004008,重庆****福网吧,106.471,29.5571
50010610004009,重庆****坤网吧,106.478,29.5469
50010610004010,重庆****网吧）,106.469,29.5588
50010610004011,沙坪****锦网吧,106.477,29.5448
50010710000260,重庆****直营店,106.377,29.4961
50011210000039,渝北****天网吧,106.635,29.723
50011210000040,渝北****意网吧,106.641,29.7747
50011210000041,渝北****都网吧,106.643,29.7759
50011210000042,渝北****虹网吧,106.615,29.6744
50011210000043,渝北****域网吧,106.526,29.5945
50011210000044,渝北****高网吧,106.519,29.5899
50011210000045,渝北****纪网吧,106.515,29.5847
50011210000046,渝北****洋网吧,106.64,29.7263
50011210000047,渝北****庆网吧,106.519,29.5966
50011210000048,渝北****纪网吧,106.523,29.6048
50011210000049,渝北****登网吧,106.805,29.7082
50011210000050,渝北****福网吧,106.802,29.7053
50011210000051,渝北****缘网吧,106.523,29.6064
50010710000262,九龙****络会所,106.532,29.5362
50010710000263,重庆****五网吧,106.488,29.5031
50010710000264,重庆****宇网吧,106.352,29.3667
50010710000265,九龙****网吧),116.509,40.1885
50010710000266,重庆****西网吧,106.372,29.4895
50010710000268,重庆****创网吧,106.451,29.4709
50010710000269,重庆****云网吧,106.548,29.4973
50010710000270,重庆****龙网吧,106.457,29.5024
50010710000271,九龙****洋网吧,106.335,29.4251
50010710000272,九龙****岩网城,106.457,29.5024
50010710000273,亚联****家网吧,106.36,29.378
50010710000276,重庆****直港店,106.452,29.5021
50010710000277,九龙****停业）,106.371,29.4346
50010710000279,九龙****斧网吧,106.525,29.5151
50010710000280,韵龙****网吧）,106.521,29.5147
50010710000036,九龙****湾网吧,106.517,29.513
50010710000039,重庆****实网吧,106.337,29.4168
50010710000040,重庆****友网吧,106.543,29.4911
50010710000041,九龙****南网吧,106.352,29.4189
50010710000043,重庆****地网吧,106.544,29.4908
50010710000047,重庆****利网吧,106.549,29.4984
50010710000048,重庆****宽网吧,106.518,29.5196
50010710000051,重庆****宝网吧,106.55,29.4986
50010710000056,九龙****新网吧,106.523,29.517
50010710000057,九龙****赫网吧,106.518,29.5087
50010710000058,九龙****城网吧,106.516,29.5182
50010710000060,重庆****间网吧,106.523,29.5205
50010710000061,重庆****斯网吧,106.55,29.4958
50010710000065,重庆****斯网吧,106.333,29.3033
50011210000103,渝北****季网吧,106.627,29.7089
50011210000104,渝北****乐网吧,106.494,29.5964
50011210000105,渝北****喜网吧,106.525,29.5943
50011210000106,渝北****上网吧,106.635,29.713
50011210000107,渝北****明网吧,106.939,29.7343
50011210000081,渝北****河网吧,106.628,29.7104
50011210000083,渝北****侠网吧,106.63,29.7135
50011210000084,渝北****蛙网吧,106.512,29.5925
50011210000085,渝北****译网吧,106.617,29.6722
50011210000086,渝北****铁网吧,106.602,29.6931
50011210000087,渝北****兴网吧,106.602,29.6856
50011210000088,渝北****友网吧,106.613,29.6822
50011210000089,渝北****豆网吧,106.637,29.7268
50011210000090,渝北****亚网吧,106.643,29.7759
50011210000135,渝北****霞网吧,106.611,29.6924
50015310000032,北部****星网吧,106.557,29.613
50015310000033,北部****朵网吧,106.209,29.285
50015310000035,北部****人网吧,108.713,30.9428
50015310000036,北部****原网吧,106.555,29.6129
50015310000038,北部****森网吧,106.565,29.6622
50015310000039,北部****色网吧,106.548,29.6332
50099910000001,重庆****部专用,106.531,29.5446
50099910000002,重庆****测试部,106.492,29.5367
50099910000010,重庆****试01,106.492,29.5367
50099910000013,丰都****限公司,107.741,29.8729
50099910000014,沙坪****服务站,106.47,29.5576
50010710000267,九龙****鲁网吧,106.522,29.5187
50023310000005,忠县****间网吧,108.051,30.306
50023310000006,忠县****络驿站,108.045,30.2972
50023310000007,忠县****天网吧,107.733,30.3081
50023310000008,忠县****客网吧,108.048,30.2991
50023310000009,忠县****闲会所,108.039,30.2944
50023310000010,忠县****深网吧,108.05,30.3019
50023310000011,忠县****力网吧,108.05,30.2994
50023310000012,忠县****浪网吧,108.039,30.2982
50023310000013,忠县****河网吧,108.079,30.5015
50023310000014,忠县****网络屋,107.747,30.398
50023310000015,忠县****潮网吧,107.877,30.3886
50011310000138,巴南****客网吧,106.535,29.465
50011310000139,巴南****林网吧,106.556,29.4447
50011310000152,巴南****件狗）,106.568,29.4757
50011310000153,巴南****牛网吧,106.57,29.4811
50011310000154,巴南****件狗）,106.531,29.3872
50011310000155,巴南****件狗）,106.526,29.3892
50015110000001,高新****下网吧,106.501,29.539
50015110000003,高新****乐网吧,106.494,29.5315
50015110000004,高新****点网吧,106.485,29.5349
50015110000005,高新****豪网吧,106.457,29.5082
50015110000006,高新****会馆）,106.488,29.5348
50015110000008,高新****琳网吧,106.466,29.5094
50015110000009,高新****会所）,106.484,29.5314
50015110000010,高新****蓝网吧,106.5,29.5392
50015110000011,高新****贵网吧,106.508,29.5417
50015110000012,高新****生网吧,106.496,29.5406
50015110000013,高新****个网吧,106.472,29.5265
50015110000014,高新****七网吧,106.482,29.5275
50015110000015,高新****会所),106.488,29.5364
50015110000016,高新****会所）,106.492,29.5281
50015110000017,高新****钻网吧,106.482,29.5368
50015110000020,高新****客网吧,106.491,29.5337
50015110000021,高新****宏网吧,106.497,29.5372
50015110000022,高新****会所）,106.494,29.5393
50015110000024,高新****费点）,106.494,29.5393
50015110000025,高新****蛛网吧,106.482,29.5365
50015110000028,高新****星网吧,106.493,29.539
50015110000029,高新****纪网吧,106.488,29.53
50015110000030,高新****会所）,106.481,29.5267
50015110000031,高新****会所）,106.497,29.5321
50015110000032,高新****苑网吧,106.489,29.5346
50015110000033,高新****点网吧,106.505,29.5398
50015110000034,高新****征网吧,106.472,29.5097
50015110000035,高新****星网吧,106.498,29.5363
50015110000036,高新****乐网吧,106.492,29.543
50015110000037,高新****凼网吧,106.342,29.3464
50015110000038,高新****网吧）,106.497,29.5296
50015110000039,高新****潮网吧,106.499,29.5368
50015110000040,高新****酷网吧,106.479,29.5183
50015110000041,高新****发网吧,106.486,29.5343
50015110000042,高新****会所）,106.489,29.5352
50015110000043,高新****洋网吧,106.487,29.5337
50015110000044,高新****情网吧,106.465,29.5252
50015110000045,高新****鸟网吧,106.502,29.5403
50015110000047,高新****米网吧,106.496,29.5363
50015110000048,高新****会所）,106.464,29.5219
50015110000049,高新****亚网吧,106.472,29.5212
50015110000050,高新****霞网吧,106.46,29.5117
50015110000051,高新****漠之舟,106.46,29.5219
50015110000052,高新****往网吧,106.484,29.5375
50015110000053,高新****会所）,106.486,29.5356
50015110000054,高新****华网吧,106.465,29.5269
50015110000059,高新****商网吧,106.463,29.5212
50015110000061,高新****网城）,106.459,29.5005
50015110000063,高新****会所）,106.482,29.5275
50015110000064,高新****富网吧,106.487,29.5421
50010710000178,九龙****鑫网吧,106.442,29.4859
50010710000180,重庆****铭网吧,106.51,29.5231
50010710000181,九龙****治网吧,106.518,29.5196
50010710000182,九龙****揽网吧,106.441,29.4682
50010710000183,重庆****缘网吧,106.521,29.524
50010710000184,九龙****百网吧,106.519,29.5143
50010710000186,重庆****特网吧,106.526,29.5155
50010710000187,九龙****创网吧,106.509,29.5024
50010710000188,九龙****变网吧,106.452,29.4705
50010710000189,九龙****轩网吧,106.44,29.4658
50010710000190,九龙****网吧）,106.34,29.3044
50010710000191,重庆****尚网吧,106.32,29.5243
50010710000192,九龙****唐网吧,106.446,29.4821
50010710000193,九龙****力网吧,106.512,29.5039
50010710000194,重庆****水网吧,106.486,29.5071
50010710000195,九龙****空网吧,106.442,29.4824
50010710000196,重庆****天网吧,106.339,29.3076
50010710000198,重庆****启网吧,106.535,29.4977
50010710000199,九龙****亮网吧,106.455,29.4396
50010710000200,九龙****艺网吧,106.447,29.4417
50010710000201,九龙****健网吧,106.517,29.513
50010710000202,九龙****瑞网吧,106.499,29.5059
50010710000203,九龙****势力),106.523,29.5179
50010710000205,九龙****迪网吧,106.547,29.4969
50010710000206,九龙****远网吧,106.523,29.5148
50010710000210,重庆****亚网吧,106.513,29.5211
50010710000214,重庆****都网吧,106.353,29.3672
50010710000215,重庆****发网吧,106.369,29.4266
50010710000216,九龙****应网吧,106.517,29.518
50010710000217,重庆****回网吧,106.371,29.5503
50010710000219,重庆****信网吧,106.464,29.5021
50010710000220,重庆****禾网吧,106.501,29.5229
50010710000221,重庆****克网吧,106.456,29.5014
50010710000222,重庆****都网吧,106.379,29.4979
50010710000223,重庆****达网吧,106.587,29.6271
50010710000224,九龙****芮网吧,106.437,29.4416
50010710000225,重庆****来网吧,106.383,29.5086
50010710000227,九龙****网城）,106.518,29.5142
50010710000228,九龙****逸网吧,106.44,29.4672
50010710000229,九龙****特网吧,106.524,29.5149
50010610009027,沙区****柱网吧,106.377,29.5573
50010610009028,沙坪****雨网吧,106.344,29.6214
50010610009029,重庆****力网吧,106.338,29.6277
50010610009030,渔人****线回龙,106.392,29.7119
50010610009032,沙坪****闲会所,106.337,29.6261
50010610009033,沙坪****网吧),106.308,29.6085
50010610009034,渔人****线西永,106.384,29.6034
50010610009035,重庆****光海),106.308,29.6085
50010610009036,重庆****络会所,106.308,29.6085
50010610009038,重庆****居网吧,106.313,29.5636
50010610009039,重庆****珊网吧,106.38,29.6362
50010610009040,重庆****浪网吧,106.375,29.6305
50010610009041,重庆****日网吧,106.31,29.5556
50010610009042,重庆****泉网吧,106.339,29.625
50010610009043,重庆****伟网吧,106.341,29.6477
50010610009045,亚联****恋网城,106.311,29.5557
50010610009046,沙坪****鱼网吧,106.312,29.5857
50010610009047,重庆****亮网吧,106.338,29.6274
50010610009048,重庆****费点),106.338,29.6274
50010610009049,重庆****桃网吧,106.338,29.6254
50010610009050,重庆****品网吧,106.316,29.681
50010610009051,重庆****网吧）,106.308,29.6085
50010610009052,重庆****空网吧,106.337,29.6261
50010610009053,重庆****网吧）,106.308,29.6085
50010610009054,重庆****志网吧,106.308,29.6085
50010710000001,九龙****隐网吧,106.523,29.5199
50010710000006,九龙****境网吧,106.519,29.5143
50011310000087,巴南****线网吧,106.55,29.4698
50011310000088,巴南****伟网吧,106.527,29.3845
50011310000089,巴南****晰网吧,106.548,29.4067
50011310000090,巴南****晰网吧,106.55,29.4631
50011310000091,巴南****色网吧,106.542,29.4717
50011310000092,巴南****语网吧,106.55,29.4603
50011310000093,巴南****心网吧,106.545,29.4719
50011310000094,巴南****娅网吧,106.539,29.4723
50011310000095,巴南****亚网吧,106.531,29.3868
50011310000096,巴南****飞网吧,106.55,29.4583
50011310000097,巴南****颖网吧,106.513,29.3929
50011310000098,巴南****语网吧,106.526,29.3858
50011310000099,巴南****狼网吧,106.617,29.3893
50011310000100,巴南****石网吧,106.542,29.4724
50011310000101,巴南****远网吧,106.602,29.4329
50011310000102,巴南****喱网吧,106.845,29.5772
50011310000104,巴南****香网吧,106.869,29.4593
50011310000105,巴南****采网吧,106.515,29.3981
50011310000106,巴南****尚网吧,106.513,29.3947
50011310000107,巴南****润网吧,106.613,29.3931
50011310000108,巴南****妹网吧,106.57,29.4811
50011310000109,巴南****韵网吧,106.535,29.4661
50011310000110,巴南****佑网吧,106.526,29.3875
50011310000112,巴南****间网吧,106.549,29.4715
50011310000113,巴南****园网吧,106.549,29.4078
50011310000114,巴南****和网吧,106.526,29.3892
50011310000115,巴南****速网吧,106.621,29.4502
50011310000116,巴南****乐网吧,106.58,29.5612
50011310000117,巴南****顺网吧,106.55,29.4583
50011310000118,巴南****光网吧,106.541,29.463
50011310000119,巴南****英网吧,106.534,29.4652
50011310000121,巴南****力网吧,106.575,29.4295
50011310000122,巴南****络会馆,106.513,29.3938
50011310000123,巴南****悠网吧,106.602,29.4298
50011310000124,巴南****方网吧,106.524,29.4604
50011310000125,巴南****缘网吧,106.888,29.1918
50011310000126,巴南****大网吧,106.518,29.3919
50011310000127,巴南****光网吧,106.567,29.4767
50011310000128,巴南****情网吧,106.589,29.2571
50011310000131,巴南****网吧）,106.544,29.4727
50011310000135,巴南****雅网吧,106.465,29.5022
50011310000136,巴南****胡网吧,106.529,29.3806
50010610004012,重庆****芳网吧,106.478,29.5454
50010610004013,重庆****网吧),106.478,29.5454
50010610004014,重庆****楼网吧,106.48,29.5616
50010610005001,重庆****婷网吧,106.465,29.5579
50010610005002,重庆****达网吧,106.314,29.5658
50010610005003,重庆****座网吧,106.463,29.5533
50010610005004,沙坪****子座),106.465,29.5547
50010610005006,重庆****下网吧,106.462,29.5461
50010610005007,重庆****舟网吧,106.459,29.5554
50010610005008,重庆****意网吧,106.461,29.5508
50010610005009,重庆****空网吧,106.461,29.5512
50010610005011,重庆****康网吧,106.384,29.594
50010610005012,重庆****浪网吧,106.456,29.5439
50010610005013,重庆****艳网吧,106.455,29.5311
50010610005014,重庆****府网吧,106.313,29.5561
50010610005015,重庆****岸网吧,106.299,29.6016
50010610005016,重庆****佳网吧,106.453,29.5303
50010610005017,重庆****络会所,106.45,29.5774
50010610005018,重庆****谊网吧,106.449,29.5564
50010610005019,重庆****聚网吧,106.45,29.5651
50010610005020,重庆****力网吧,106.449,29.5341
50010610005021,重庆****力网吧,106.464,29.5451
50010610005022,重庆****海网吧,106.459,29.5516
50010610005023,重庆****触网吧,106.459,29.5448
50010610006004,重庆****来网吧,106.383,29.5897
50010610006005,重庆****沁网吧,106.312,29.5635
50010610006006,重庆****环网吧,106.447,29.5188
50010610006007,重庆****宇网吧,106.447,29.5209
50010610006008,重庆****卓网吧,106.385,29.6021
50010610006009,重庆****妹网吧,106.446,29.5305
50010610006010,重庆****孙网吧,106.391,29.7309
50010610006011,重庆****快网吧,106.432,29.7554
50010610006012,沙坪****彩网吧,106.375,29.6305
50010610006013,重庆****快网吧,106.432,29.7554
50010610006014,重庆****波网吧,106.447,29.519
50010610006015,重庆****悦网吧,106.447,29.5176
50010610006016,重庆****花网吧,106.448,29.5215
50010610006017,(加****明春),106.447,29.519
50010610006018,重庆****潮网吧,106.447,29.519
50010610006019,重庆****人网吧,106.447,29.5209
50010610006020,重庆****人网吧,106.447,29.5177
50010610007001,重庆****对网吧,106.425,29.682
50010610007002,重庆****浪网吧,106.428,29.5186
50010610007003,重庆****罗网吧,106.425,29.5203
50010610007004,重庆****往网吧,106.418,29.5582
50010610007005,重庆****爵网吧,106.426,29.5293
50010610007006,重庆****诚网吧,106.461,29.5473
50010610007007,重庆****情网吧,106.43,29.5183
50010610007008,重庆****川网吧,106.427,29.5292
50010610007009,重庆****话网吧,106.425,29.5741
50010610007010,重庆****臣网吧,106.426,29.5728
50010610007011,重庆****涯网吧,106.311,29.5557
50010610007012,重庆****真网吧,106.469,29.5708
50010610007013,重庆****楼网吧,106.423,29.5947
50010610007014,重庆****德网吧,106.421,29.597
50010610007015,重庆****群网吧,106.42,29.6096
50010610007016,重庆****枫网吧,106.426,29.516
50010610008001,重庆****击网吧,106.45,29.6093
50010610008002,重庆****极网吧,106.452,29.6105
50010610008004,重庆****创网吧,106.42,29.6096
50010610008005,重庆****华网吧,106.45,29.6105
50010610008006,重庆****阁网吧,106.375,29.6305
50010610008007,重庆****翔网吧,106.313,29.5636
50010610008008,重庆****水网吧,106.449,29.6221
50010610008009,重庆****趣网吧,106.338,29.6257
50010610008010,重庆****子网吧,106.464,29.5391
50010610008012,重庆****秀网吧,106.466,29.6573
50010610009001,重庆****途网吧,106.382,29.6014
50010610009002,重庆****铃网吧,106.378,29.6367
50010610009003,重庆****宏网吧,106.391,29.71
50010610009004,重庆****禄网吧,106.343,29.6241
50010610009005,重庆****强网吧,106.337,29.6256
50010610009006,重庆****世网城,106.338,29.6275
50010610009008,重庆****域网吧,106.322,29.6917
50010610009009,重庆****云网吧,106.314,29.6802
50010610009010,重庆****姐网吧,106.262,29.6348
50010610009011,重庆****刘网吧,106.316,29.6822
50010610009012,重庆****越网吧,106.315,29.6803
50010610009013,重庆****力网吧,106.381,29.5984
50010610009014,重庆****发网吧,106.342,29.6251
50010610009015,重庆****力网吧,106.338,29.6269
50010610009016,重庆****力网吧,106.339,29.6267
50010610009017,重庆****力网吧,106.311,29.6068
50010610009018,沙坪****网吧）,106.308,29.6085
50010610009019,(加****色动力,106.531,29.5446
50010610009020,重庆****春阳店,106.31,29.5638
50010610009021,重庆****力网吧,106.314,29.5658
50010610009022,重庆****力网吧,106.308,29.6085
50010610009023,重庆****网吧）,106.308,29.6085
50010610009024,沙坪****家网吧,106.312,29.5652
50010610009025,重庆****费点),106.301,29.6166
50010610009026,沙区****力网吧,106.384,29.6101
50015310000008,北部****福网吧,106.582,29.6381
50015310000009,北部****园网吧,106.567,29.6425
50015310000010,北部****缘网吧,106.535,29.6257
50015310000011,北部****龙网吧,106.538,29.6261
50015310000012,北部****飚网吧,106.536,29.6273
50015310000013,北部****彩网吧,106.531,29.6232
50015310000014,北部****儿网吧,106.535,29.6256
50015310000015,北部****恒网吧,106.523,29.6207
50015310000016,北部****渺网吧,106.538,29.6258
50015310000017,北部****座网吧,106.487,29.6395
